,StateNamePublicSchoolLatestavailableyear,SchoolNamePublicSchool201415,LocationAddress1PublicSchool201415,LocationCityPublicSchool201415,LocationZIPPublicSchool201415,SchoolTypePublicSchool201415,MagnetSchoolPublicSchool201415,CharterSchoolPublicSchool201415,TitleIEligibleSchoolPublicSchool201415,TitleISchoolStatusPublicSchool201415,LatitudePublicSchool201415,LongitudePublicSchool201415,LowestGradeOfferedPublicSchool201415,HighestGradeOfferedPublicSchool201415,Grade12offeredPublicSchool201415,Grade11offeredPublicSchool201415,Grade10offeredPublicSchool201415,Grade9offeredPublicSchool201415,TotalStudentsAllGradesExcludesAEPublicSchool201415,Grades912StudentsPublicSchool201415,StudentTeacherRatio,Biology,District,English,Math
415,North Carolina,South Rowan High,1655 PATTERSON ST,CHINA GROVE,28023,1,0,0,1,4-Eligible for Title I SWP provides no program,35.573137,-80.609972,9th Grade,12th Grade,1,1,1,1,970,970,15.93,33.1,Southwest,51.7,27.2
416,North Carolina,South Stanly High,40488 S STANLY SCHOOL RD,NORWOOD,28128,1,0,0,1,4-Eligible for Title I SWP provides no program,35.230980,-80.163951,9th Grade,12th Grade,1,1,1,1,429,429,12.73,47.3,Southwest,54.5,61.2
417,North Carolina,South Stokes High,1100 S STOKES HIGH DRIVE,WALNUT COVE,27052,1,0,0,1,4-Eligible for Title I SWP provides no program,36.326262,-80.240050,9th Grade,12th Grade,1,1,1,1,633,633,12.23,50.0,Piedmont-Triad,53.1,64.1
418,North Carolina,South View High,4184 ELK ROAD,HOPE MILLS,28348,1,0,0,1,4-Eligible for Title I SWP provides no program,34.978088,-78.926605,9th Grade,12th Grade,1,1,1,1,1782,1782,17.13,38.9,Sandhills,56.3,37.6
419,North Carolina,Southeast Guilford High,4530 SOUTHEAST SCHOOL ROAD,GREENSBORO,27406,1,0,0,1,1-Eligible for Title I TAS provides no program,35.972649,-79.697813,9th Grade,12th Grade,1,1,1,1,1410,1410,16.83,63.3,Piedmont-Triad,60.0,48.7
420,North Carolina,Southeast Halifax High,16683 HWY 125,HALIFAX,27839,1,0,0,1,5-Eligible for Title I SWP provides SWP program,36.219311,-77.550876,9th Grade,12th Grade,1,1,1,1,336,336,12.92,31.3,Northeast,26.0,21.3
421,North Carolina,Southeast Raleigh High,2600 ROCK QUARRY ROAD,RALEIGH,27610,1,1,0,1,4-Eligible for Title I SWP provides no program,35.745629,-78.604002,9th Grade,12th Grade,1,1,1,1,1538,1538,13.91,51.3,North Central,47.7,40.6
422,North Carolina,Southern Guilford High,5700 DRAKE ROAD,GREENSBORO,27406,1,0,0,1,4-Eligible for Title I SWP provides no program,35.951230,-79.854450,9th Grade,12th Grade,1,1,1,1,1128,1128,16.25,51.4,Piedmont-Triad,47.8,50.5
423,North Carolina,Southern High,631 SOUTHERN HIGH ROAD,GRAHAM,27253,1,0,0,1,1-Eligible for Title I TAS provides no program,36.002210,-79.408610,9th Grade,12th Grade,1,1,1,1,1545,1545,19.31,53.4,Piedmont-Triad,50.1,51.1
424,North Carolina,Southern Lee High School,2301 TRAMWAY ROAD,SANFORD,27332,1,0,0,1,4-Eligible for Title I SWP provides no program,35.434888,-79.185529,9th Grade,12th Grade,1,1,1,1,1179,1179,15.53,41.1,North Central,40.7,39.4
425,North Carolina,Southern Nash High,6446 SOUTHERN NASH HIGH ROAD,BAILEY,27807,1,0,0,1,4-Eligible for Title I SWP provides no program,35.851079,-78.087413,9th Grade,12th Grade,1,1,1,1,1189,1189,18.08,38.6,North Central,41.9,30.7
426,North Carolina,Southern School of Energy and Sustainabi,800 CLAYTON ROAD,DURHAM,27703,1,0,0,1,4-Eligible for Title I SWP provides no program,35.999879,-78.829051,9th Grade,12th Grade,1,1,1,1,1292,1292,14.32,19.0,North Central,24.8,27.2
427,North Carolina,Southern Vance High,925 GARRETT ROAD,HENDERSON,27537,1,0,0,1,4-Eligible for Title I SWP provides no program,36.303335,-78.374364,9th Grade,12th Grade,1,1,1,1,834,834,15.44,29.9,North Central,25.6,26.2
428,North Carolina,Southern Wake Academy,5108 OLD POWELL RD,HOLLY SPRINGS,27540,1,0,1,0,6-Not eligible for either TAS or SWP,35.612770,-78.819191,6th Grade,12th Grade,1,1,1,1,306,178,11.77,78.6,North Central,78.0,67.9
429,North Carolina,Southern Wayne High,124 WALTER FULCHER RD,DUDLEY,28333,1,0,0,1,4-Eligible for Title I SWP provides no program,35.253639,-78.045238,9th Grade,12th Grade,1,1,1,1,1120,1120,16.08,28.4,Southeast,36.1,26.8
430,North Carolina,Southside High,5700 HWY 33 EAST,CHOCOWINITY,27817,1,0,0,1,4-Eligible for Title I SWP provides no program,35.446222,-77.057229,9th Grade,12th Grade,1,1,1,1,444,444,13.33,33.0,Northeast,41.7,49.7
431,North Carolina,SouthWest Edgecombe High,5912 NC 43 NORTH,PINETOPS,27864,1,0,0,1,4-Eligible for Title I SWP provides no program,35.839930,-77.661290,9th Grade,12th Grade,1,1,1,1,847,847,16.86,33.2,North Central,47.3,24.2
432,North Carolina,Southwest Guilford High,4364 BARROW ROAD,HIGH POINT,27265,1,0,0,1,4-Eligible for Title I SWP provides no program,36.046697,-79.988828,9th Grade,12th Grade,1,1,1,1,1527,1527,18.10,55.8,Piedmont-Triad,63.4,58.3
433,North Carolina,Southwest High,1420 BURGAW HWY,JACKSONVILLE,28540,1,0,0,1,4-Eligible for Title I SWP provides no program,34.749220,-77.481951,9th Grade,12th Grade,1,1,1,1,664,664,15.81,58.5,Southeast,52.5,47.2
434,North Carolina,Southwestern Randolph High,1641 HOPEWELL FRIENDS RD,ASHEBORO,27205,1,0,0,1,4-Eligible for Title I SWP provides no program,35.626640,-79.868830,9th Grade,12th Grade,1,1,1,1,1117,1117,16.98,59.0,Piedmont-Triad,51.0,56.0
435,North Carolina,Spring Creek High,4340 INDIAN SPRINGS ROAD,SEVEN SPRINGS,28578,1,0,0,1,4-Eligible for Title I SWP provides no program,35.226763,-77.897801,6th Grade,12th Grade,1,1,1,1,1038,597,16.74,49.7,Southeast,46.2,37.3
436,North Carolina,Stanly Early College High,141 COLLEGE DRIVE,ALBEMARLE,28001,1,0,0,1,4-Eligible for Title I SWP provides no program,35.336450,-80.233681,9th Grade,13th Grade,1,1,1,1,204,163,26.84,65.3,Southwest,83.0,68.6
437,North Carolina,Starmount High,2516 LONGTOWN RD,BOONVILLE,27011,1,0,0,1,4-Eligible for Title I SWP provides no program,36.182935,-80.771569,8th Grade,12th Grade,1,1,1,1,631,631,15.18,58.4,Piedmont-Triad,49.7,60.3
438,North Carolina,Statesville High,474 N CENTER ST,STATESVILLE,28677,1,0,0,1,4-Eligible for Title I SWP provides no program,35.792659,-80.892019,9th Grade,12th Grade,1,1,1,1,1029,1029,15.35,19.9,Southwest,35.9,32.3
439,North Carolina,STEM Early College @ NC A&T SU,402 LAUREL STREET,GREENSBORO,27411,1,0,0,0,6-Not eligible for either TAS or SWP,36.076408,-79.773690,9th Grade,12th Grade,1,1,1,1,150,150,18.52,95.0,Piedmont-Triad,95.0,95.0
440,North Carolina,Stokes Early College,1165 DODGETOWN RD,WALNUT COVE,27052,1,0,0,1,4-Eligible for Title I SWP provides no program,36.374090,-80.181451,9th Grade,13th Grade,1,1,1,1,146,114,17.18,70.0,Piedmont-Triad,89.7,71.9
441,North Carolina,Stuart W Cramer High,101 LAKEWOOD RD,BELMONT,28012,1,0,0,1,4-Eligible for Title I SWP provides no program,35.246520,-81.063191,9th Grade,12th Grade,1,1,1,1,782,782,17.13,62.8,Southwest,61.4,48.5
442,North Carolina,Sun Valley High,5211 OLD CHARLOTTE HWY,MONROE,28110,1,0,0,1,1-Eligible for Title I TAS provides no program,35.046059,-80.644768,9th Grade,12th Grade,1,1,1,1,1306,1306,17.13,59.3,Southwest,77.0,65.7
443,North Carolina,Surry Central High,716 SOUTH MAIN STREET,DOBSON,27017,1,0,0,1,4-Eligible for Title I SWP provides no program,36.381762,-80.715175,9th Grade,12th Grade,1,1,1,1,801,801,17.04,56.3,Piedmont-Triad,55.8,41.8
444,North Carolina,Surry Early College,630 SOUTH MAIN STREET,DOBSON,27017,1,0,0,1,4-Eligible for Title I SWP provides no program,36.384890,-80.715421,9th Grade,13th Grade,1,1,1,1,366,317,34.86,84.9,Piedmont-Triad,85.1,89.9
445,North Carolina,Swansboro High,161 QUEENS CREEK RD,SWANSBORO,28584,1,0,0,0,6-Not eligible for either TAS or SWP,34.698222,-77.154440,9th Grade,12th Grade,1,1,1,1,1067,1067,16.29,64.2,Southeast,65.7,49.1
446,North Carolina,T Wingate Andrews High,1920 MCGUINN DRIVE,HIGH POINT,27265,1,1,0,1,5-Eligible for Title I SWP provides SWP program,35.985404,-79.990014,9th Grade,12th Grade,1,1,1,1,871,871,13.63,25.0,Piedmont-Triad,42.9,41.4
447,North Carolina,Tarboro High,1400 HOWARD AVENUE,TARBORO,27886,1,0,0,1,4-Eligible for Title I SWP provides no program,35.901090,-77.556840,9th Grade,12th Grade,1,1,1,1,589,589,15.50,9.8,North Central,31.0,23.7
448,North Carolina,Terry Sanford High,2301 FORT BRAGG ROAD,FAYETTEVILLE,28303,1,0,0,1,4-Eligible for Title I SWP provides no program,35.065155,-78.915747,9th Grade,12th Grade,1,1,1,1,1266,1266,17.62,49.5,Sandhills,61.6,43.4
449,North Carolina,The Academy at Central,700 CHESTNUT STREET,HIGH POINT,27262,1,0,0,1,4-Eligible for Title I SWP provides no program,35.956190,-80.022440,9th Grade,12th Grade,1,1,1,1,135,135,10.28,53.8,Piedmont-Triad,58.8,77.4
450,North Carolina,The Academy at Smith,2225 SOUTH HOLDEN ROAD,GREENSBORO,27407,1,0,0,1,4-Eligible for Title I SWP provides no program,36.034809,-79.847021,9th Grade,12th Grade,1,1,1,1,224,224,14.12,68.6,Piedmont-Triad,75.5,83.1
451,North Carolina,The Hawbridge School,1735 SAXAPAHAW BETHLEHEM CHURC,SAXAPAHAW,27340,1,0,1,0,6-Not eligible for either TAS or SWP,35.946619,-79.318981,6th Grade,12th Grade,1,1,1,1,239,126,12.08,86.2,Piedmont-Triad,75.8,69.0
452,North Carolina,The JP Knapp ECH (i)School,2966 CARATOKE HWY,CURRITUCK,27929,1,0,0,0,6-Not eligible for either TAS or SWP,36.444450,-76.014171,9th Grade,13th Grade,1,1,1,1,258,244,34.40,77.4,Northeast,79.5,90.4
453,North Carolina,The North Carolina Leadership Academy,4353 HIGH POINT RD.,KERNERSVILLE,27284,1,0,1,0,6-Not eligible for either TAS or SWP,36.046499,-80.112718,Kindergarten,10th Grade,0,0,1,1,534,80,17.45,79.6,Piedmont-Triad,76.3,94.9
454,North Carolina,The School for Creative Studies,5001 RED MILL ROAD,DURHAM,27704,1,0,0,1,5-Eligible for Title I SWP provides SWP program,36.072007,-78.822916,6th Grade,10th Grade,0,0,1,1,449,153,12.90,67.6,North Central,68.8,27.8
455,North Carolina,Thomas Jefferson Class Academy,2527 US 221A HWY,MOORESBORO,28114,1,0,1,0,6-Not eligible for either TAS or SWP,35.272252,-81.794303,Kindergarten,12th Grade,1,1,1,1,1303,360,16.22,80.2,Western,91.1,92.4
456,North Carolina,Thomasville High,410 UNITY STREET,THOMASVILLE,27360,1,0,0,1,4-Eligible for Title I SWP provides no program,35.900127,-80.076063,9th Grade,12th Grade,1,1,1,1,700,700,14.81,40.9,Piedmont-Triad,38.3,39.4
457,North Carolina,Topsail High,245 NORTH ST JOHN'S ROAD,HAMPSTEAD,28443,1,0,0,0,6-Not eligible for either TAS or SWP,34.395709,-77.681587,9th Grade,12th Grade,1,1,1,1,1255,1255,18.91,71.8,Southeast,73.8,62.8
458,North Carolina,Tri-County Early College High,21 CAMPUS CIRCLE,MURPHY,28906,1,0,0,1,1-Eligible for Title I TAS provides no program,35.067838,-83.965117,9th Grade,13th Grade,1,1,1,1,132,129,18.86,54.8,Western,81.3,73.8
459,North Carolina,Triad Math and Science Academy,700 CREEK RIDGE RD,GREENSBORO,27406,1,0,1,1,5-Eligible for Title I SWP provides SWP program,36.030140,-79.809571,Kindergarten,12th Grade,1,1,1,1,1106,207,15.40,69.2,Piedmont-Triad,68.4,40.1
460,North Carolina,Trinity High,5746 TRINITY HIGH SCHOOL RD,TRINITY,27370,1,0,0,1,4-Eligible for Title I SWP provides no program,35.894008,-79.997579,9th Grade,12th Grade,1,1,1,1,766,766,17.63,54.0,Piedmont-Triad,56.6,66.8
461,North Carolina,Triton High,215 MAYNARD LAKE ROAD,ERWIN,28339,1,0,0,1,4-Eligible for Title I SWP provides no program,35.338325,-78.664800,9th Grade,12th Grade,1,1,1,1,1308,1308,16.67,33.0,North Central,50.7,37.4
462,North Carolina,Tuscola High,564 TUSCOLA SCHOOL RD,WAYNESVILLE,28786,1,0,0,1,4-Eligible for Title I SWP provides no program,35.522854,-82.951329,9th Grade,12th Grade,1,1,1,1,1013,1013,14.94,47.8,Western,70.1,54.9
463,North Carolina,Union Academy,158 UNION SCHOOL RD,FRANKLIN,28734,4,0,0,1,4-Eligible for Title I SWP provides no program,35.116600,-83.399601,6th Grade,12th Grade,1,1,1,1,114,87,11.73,76.7,Southwest,83.2,68.3
464,North Carolina,Union Academy,675 NORTH ML KING JR BLVD,MONROE,28110,1,0,1,0,6-Not eligible for either TAS or SWP,34.991280,-80.579671,Kindergarten,12th Grade,1,1,1,1,1412,473,17.07,76.7,Southwest,83.2,68.3
465,North Carolina,Union County Early College,4209A OLD CHARLOTTE HWY,MONROE,28110,1,0,0,1,4-Eligible for Title I SWP provides no program,35.031163,-80.620490,9th Grade,13th Grade,1,1,1,1,343,293,24.77,86.2,Southwest,95.0,91.0
466,North Carolina,Union High,1189 KADER MERRITT ROAD,ROSE HILL,28458,1,0,0,1,5-Eligible for Title I SWP provides SWP program,34.807525,-78.240344,9th Grade,12th Grade,1,1,1,1,560,560,14.73,28.3,Sandhills,40.5,43.0
467,North Carolina,Union Pines High,1981 UNION CHURCH RD,CAMERON,28326,1,0,0,0,6-Not eligible for either TAS or SWP,35.317230,-79.348630,9th Grade,12th Grade,1,1,1,1,1323,1323,19.13,58.2,Sandhills,59.9,53.8
468,North Carolina,Uwharrie Charter Academy,301 LEWALLEN RD.,ASHEBORO,27203,1,0,1,0,6-Not eligible for either TAS or SWP,35.691832,-79.832822,9th Grade,11th Grade,0,1,1,1,318,318,15.81,46.6,Piedmont-Triad,60.3,39.1
469,North Carolina,Vance Co Early College,200 COMMUNITY COLLEGE RD,HENDERSON,27537,1,0,0,1,1-Eligible for Title I TAS provides no program,36.322544,-78.488630,9th Grade,13th Grade,1,1,1,1,229,191,25.44,55.0,North Central,85.4,57.1
470,North Carolina,Vance High,7600 IBM DR,CHARLOTTE,28262,1,0,0,1,5-Eligible for Title I SWP provides SWP program,35.300403,-80.769214,9th Grade,12th Grade,1,1,1,1,1714,1714,18.81,41.4,Southwest,43.8,34.9
471,North Carolina,Vernon Malone College and Career Academy,2200 S WILMINGTON ST,RALEIGH,27603,1,0,0,1,4-Eligible for Title I SWP provides no program,35.752260,-78.644081,10th Grade,12th Grade,1,1,1,0,130,130,12.38,50.0,North Central,60.4,16.7
472,North Carolina,Visual and Performing Arts Center,474 N CENTER ST,STATESVILLE,28677,1,0,0,0,6-Not eligible for either TAS or SWP,35.792807,-80.892153,9th Grade,13th Grade,1,1,1,1,289,256,25.58,80.3,Southwest,80.0,67.2
473,North Carolina,Voyager Academy,101 HOCK PARC,DURHAM,27704,1,0,1,1,2-Eligible for Title I TAS provides TAS program,36.045630,-78.896020,Kindergarten,12th Grade,1,1,1,1,1350,419,13.73,44.4,North Central,60.0,53.2
474,North Carolina,Wake Early College of Health and Science,2901 HOLSTON LANE,RALEIGH,27610,1,0,0,0,6-Not eligible for either TAS or SWP,35.784475,-78.585294,9th Grade,13th Grade,1,1,1,1,309,278,22.89,82.7,North Central,93.4,78.6
475,North Carolina,Wake Forest High School,420 STADIUM DRIVE,WAKE FOREST,27587,1,0,0,0,6-Not eligible for either TAS or SWP,35.985147,-78.515849,9th Grade,12th Grade,1,1,1,1,1953,1953,18.34,73.7,North Central,72.1,53.3
476,North Carolina,Wake Young Men's Leadership Academy,567 EAST HARGETT ST,RALEIGH,27601,1,0,0,1,1-Eligible for Title I TAS provides no program,35.778620,-78.629471,6th Grade,11th Grade,0,1,1,1,247,99,12.34,80.6,North Central,72.7,43.2
477,North Carolina,Wake Young Women's Leadership Academy,301 ASHE AVENUE,RALEIGH,27606,1,0,0,0,6-Not eligible for either TAS or SWP,35.778230,-78.659291,6th Grade,11th Grade,0,1,1,1,281,120,12.60,72.7,North Central,85.7,85.4
478,North Carolina,Wakefield High,2200 WAKEFIELD PINES DRIVE,RALEIGH,27614,1,0,0,0,6-Not eligible for either TAS or SWP,35.947346,-78.570376,9th Grade,12th Grade,1,1,1,1,2387,2387,18.08,63.1,North Central,72.7,55.9
479,North Carolina,Walkertown High,5801 SULLIVANTOWN ROAD,WALKERTOWN,27051,1,0,0,1,5-Eligible for Title I SWP provides SWP program,36.175050,-80.146841,9th Grade,12th Grade,1,1,1,1,738,738,17.09,37.3,Piedmont-Triad,51.8,51.6
480,North Carolina,Wallace-Rose Hill High,602 HIGH SCHOOL ROAD,TEACHEY,28464,1,0,0,1,4-Eligible for Title I SWP provides no program,34.771222,-77.999705,9th Grade,12th Grade,1,1,1,1,667,667,17.17,38.7,Southeast,46.5,29.3
481,North Carolina,Walter M Williams High,1307 S CHURCH STREET,BURLINGTON,27215,1,0,0,1,4-Eligible for Title I SWP provides no program,36.088052,-79.453662,9th Grade,12th Grade,1,1,1,1,1192,1192,18.44,43.7,Piedmont-Triad,61.7,47.1
482,North Carolina,Warren County High,149 CAMPUS DRIVE,WARRENTON,27589,1,0,0,1,4-Eligible for Title I SWP provides no program,36.432685,-78.165439,9th Grade,12th Grade,1,1,1,1,415,415,13.62,12.4,North Central,36.0,15.4
483,North Carolina,Warren Early College High,210 RIDGEWAY ST,WARRENTON,27589,1,0,0,1,4-Eligible for Title I SWP provides no program,36.402469,-78.155132,9th Grade,13th Grade,1,1,1,1,132,109,18.59,32.3,North Central,58.1,58.8
484,North Carolina,Warren New Tech High,219 US HWY 158 BYPASS,WARRENTON,27589,1,0,0,1,4-Eligible for Title I SWP provides no program,36.433881,-78.174492,9th Grade,12th Grade,1,1,1,1,202,202,14.85,30.0,North Central,52.9,30.2
485,North Carolina,Washington High,400 SLATESTONE ROAD,WASHINGTON,27889,1,0,0,1,4-Eligible for Title I SWP provides no program,35.557454,-77.013522,9th Grade,12th Grade,1,1,1,1,1035,1035,16.06,37.8,Northeast,48.6,32.6
486,North Carolina,Watauga High,300 GO PIONEERS DRIVE,BOONE,28607,1,0,0,0,6-Not eligible for either TAS or SWP,36.215934,-81.650459,9th Grade,12th Grade,1,1,1,1,1365,1365,13.41,70.4,Northwest,76.6,56.0
487,North Carolina,Wayne Early / Middle College High,3000 WAYNE MEMORIAL DRIVE,GOLDSBORO,27534,1,0,0,1,1-Eligible for Title I TAS provides no program,35.405530,-77.944371,9th Grade,13th Grade,1,1,1,1,256,244,21.33,82.8,Southeast,89.7,90.7
488,North Carolina,Wayne School of Engineering,700 N HERMAN ST,GOLDSBORO,27530,1,0,0,0,6-Not eligible for either TAS or SWP,35.386390,-77.980531,6th Grade,13th Grade,1,1,1,1,449,235,18.34,73.6,Southeast,84.2,80.0
489,North Carolina,Weddington High,4901 MONROE-WEDDINGTON ROAD,MATTHEWS,28104,1,0,0,0,6-Not eligible for either TAS or SWP,35.004770,-80.725001,9th Grade,12th Grade,1,1,1,1,1342,1342,19.38,83.8,Southwest,90.3,91.7
490,North Carolina,Weldon High,415 COUNTY ROAD,WELDON,27890,1,0,0,1,5-Eligible for Title I SWP provides SWP program,36.411987,-77.611788,9th Grade,12th Grade,1,1,1,1,181,181,7.54,25.8,Northeast,28.9,12.0
491,North Carolina,West Bladen High,1600 NC HWY 410,BLADENBORO,28320,1,0,0,1,4-Eligible for Title I SWP provides no program,34.639447,-78.741603,9th Grade,12th Grade,1,1,1,1,781,781,16.98,34.0,Sandhills,45.7,29.8
492,North Carolina,West Brunswick High,550 WHITEVILLE ROAD NW,SHALLOTTE,28470,1,0,0,1,4-Eligible for Title I SWP provides no program,33.980396,-78.409996,9th Grade,12th Grade,1,1,1,1,1360,1360,15.50,57.0,Southeast,59.4,62.6
493,North Carolina,West Caldwell High,300 W CALDWELL DRIVE,LENOIR,28645,1,0,0,1,4-Eligible for Title I SWP provides no program,35.886674,-81.591703,9th Grade,12th Grade,1,1,1,1,900,900,13.99,46.4,Northwest,53.0,39.8
494,North Carolina,West Carteret High,4700 COUNTRY CLUB ROAD,MOREHEAD CITY,28557,1,0,0,1,4-Eligible for Title I SWP provides no program,34.737347,-76.785870,9th Grade,12th Grade,1,1,1,1,1215,1215,15.28,77.0,Southeast,71.7,76.8
495,North Carolina,West Charlotte High,2219 SENIOR DR,CHARLOTTE,28216,1,0,0,1,5-Eligible for Title I SWP provides SWP program,35.265904,-80.859596,9th Grade,12th Grade,1,1,1,1,1777,1777,16.20,23.6,Southwest,33.9,28.8
496,North Carolina,West Columbus High,7294 ANDREW JACKSON HWY,CERRO GORDO,28430,1,0,0,1,4-Eligible for Title I SWP provides no program,34.328040,-78.924021,9th Grade,12th Grade,1,1,1,1,465,465,12.74,41.1,Sandhills,48.8,31.9
497,North Carolina,West Craven High,2600 STREETS FERRY ROAD,VANCEBORO,28586,1,0,0,1,4-Eligible for Title I SWP provides no program,35.237470,-77.138291,9th Grade,12th Grade,1,1,1,1,973,973,14.69,44.7,Southeast,51.3,48.3
498,North Carolina,West Davidson High,200 DRAGON DRIVE,LEXINGTON,27295,1,0,0,1,4-Eligible for Title I SWP provides no program,35.803349,-80.366349,9th Grade,12th Grade,1,1,1,1,792,792,17.02,65.2,Piedmont-Triad,61.8,46.7
499,North Carolina,West Forsyth High,1735 LEWISVILLE-CLEMMONS,CLEMMONS,27012,1,0,0,0,6-Not eligible for either TAS or SWP,36.063257,-80.386402,9th Grade,12th Grade,1,1,1,1,2177,2177,19.89,76.1,Piedmont-Triad,74.4,71.4
500,North Carolina,West Henderson High,3600 HAYWOOD ROAD,HENDERSONVILLE,28791,1,0,0,0,6-Not eligible for either TAS or SWP,35.366243,-82.515180,9th Grade,12th Grade,1,1,1,1,1090,1090,16.26,77.2,Western,70.5,64.0
501,North Carolina,West Iredell High,213 WARRIOR DR,STATESVILLE,28677,1,0,0,1,4-Eligible for Title I SWP provides no program,35.795296,-80.992185,9th Grade,12th Grade,1,1,1,1,918,918,16.13,35.8,Southwest,40.7,30.9
502,North Carolina,West Johnston High,5935 RALEIGH ROAD,BENSON,27504,1,0,0,0,6-Not eligible for either TAS or SWP,35.522969,-78.537151,9th Grade,12th Grade,1,1,1,1,1359,1359,16.22,54.9,North Central,64.7,53.1
503,North Carolina,West Lincoln High,172 SHOAL RD,LINCOLNTON,28092,1,0,0,1,4-Eligible for Title I SWP provides no program,35.485245,-81.389653,9th Grade,12th Grade,1,1,1,1,919,919,16.70,53.7,Southwest,50.2,59.8
504,North Carolina,West Mecklenburg High,7400 TUCKASEEGEE RD,CHARLOTTE,28214,1,0,0,1,5-Eligible for Title I SWP provides SWP program,35.248774,-80.952396,9th Grade,12th Grade,1,1,1,1,2040,2040,18.79,36.7,Southwest,40.0,22.0
505,North Carolina,West Montgomery High,147 WARRIOR DRIVE,MOUNT GILEAD,27306,1,0,0,1,4-Eligible for Title I SWP provides no program,35.296460,-79.961510,9th Grade,12th Grade,1,1,1,1,572,572,15.26,21.6,Sandhills,44.5,45.6
506,North Carolina,West Rowan High,8050 NC 801 HWY,MOUNT ULLA,28125,1,0,0,1,4-Eligible for Title I SWP provides no program,35.699338,-80.643051,9th Grade,12th Grade,1,1,1,1,1089,1089,16.62,39.6,Southwest,51.5,39.5
507,North Carolina,West Stanly High,306 EAST RED CROSS ROAD,OAKBORO,28129,1,0,0,1,1-Eligible for Title I TAS provides no program,35.267100,-80.345987,9th Grade,12th Grade,1,1,1,1,816,816,14.94,59.5,Southwest,57.2,56.4
508,North Carolina,West Stokes High,1400 PRIDDY ROAD,KING,27021,1,0,0,0,6-Not eligible for either TAS or SWP,36.314095,-80.375825,9th Grade,12th Grade,1,1,1,1,977,977,15.44,48.0,Piedmont-Triad,61.5,51.4
509,North Carolina,West Wilkes High,6598 BOONE TRAIL,MILLERS CREEK,28651,1,0,0,0,6-Not eligible for either TAS or SWP,36.185682,-81.259651,9th Grade,12th Grade,1,1,1,1,689,689,15.57,64.6,Northwest,60.2,65.5
510,North Carolina,Western Alamance High,1731 N NC 87,ELON,27244,1,0,0,0,6-Not eligible for either TAS or SWP,36.153129,-79.498292,9th Grade,12th Grade,1,1,1,1,1233,1233,18.65,45.5,Piedmont-Triad,54.6,53.2
511,North Carolina,Western Guilford High,409 FRIENDWAY ROAD,GREENSBORO,27410,1,0,0,1,4-Eligible for Title I SWP provides no program,36.082130,-79.907670,9th Grade,12th Grade,1,1,1,1,1308,1308,18.77,54.6,Piedmont-Triad,59.7,47.5
512,North Carolina,Western Harnett High,10637 NC HWY 27 WEST,LILLINGTON,27546,1,0,0,1,4-Eligible for Title I SWP provides no program,35.335987,-78.981064,9th Grade,12th Grade,1,1,1,1,1338,1338,17.72,45.6,North Central,53.6,36.0
513,North Carolina,Westover High,277 BONANZA DRIVE,FAYETTEVILLE,28303,1,0,0,1,4-Eligible for Title I SWP provides no program,35.084355,-78.992249,9th Grade,12th Grade,1,1,1,1,1133,1133,15.03,34.4,Sandhills,47.0,29.4
514,North Carolina,Wheatmore High,3678 FINCH FARM RD,TRINITY,27370,1,0,0,1,1-Eligible for Title I TAS provides no program,35.828920,-80.007711,9th Grade,12th Grade,1,1,1,1,815,815,16.96,61.2,Piedmont-Triad,57.8,49.4
515,North Carolina,White Oak High,1001 PINEY GREEN RD,JACKSONVILLE,28546,1,0,0,0,6-Not eligible for either TAS or SWP,34.768656,-77.348389,9th Grade,12th Grade,1,1,1,1,1088,1088,17.84,80.4,Southeast,49.6,48.0
516,North Carolina,Whiteville High,413 N LEE STREET,WHITEVILLE,28472,1,0,0,1,5-Eligible for Title I SWP provides SWP program,34.334558,-78.706792,9th Grade,12th Grade,1,1,1,1,718,718,14.38,40.0,Sandhills,59.0,43.9
517,North Carolina,Wilkes Central High,1179 MORAVIAN FALLS RD,WILKESBORO,28697,1,0,0,1,1-Eligible for Title I TAS provides no program,36.110032,-81.178481,9th Grade,12th Grade,1,1,1,1,865,865,15.66,48.1,Northwest,52.3,30.9
518,North Carolina,Wilkes Early College High,1328 S COLLEGIATE DR,WILKESBORO,28697,1,0,0,1,4-Eligible for Title I SWP provides no program,36.135510,-81.183711,9th Grade,13th Grade,1,1,1,1,243,215,27.00,44.2,Northwest,78.2,70.4
519,North Carolina,William Amos Hough High,12420 BAILEY RD,CORNELIUS,28031,1,0,0,0,6-Not eligible for either TAS or SWP,35.467290,-80.827491,9th Grade,12th Grade,1,1,1,1,2453,2453,20.43,76.1,Southwest,82.1,86.2
520,North Carolina,William G Enloe High,128 CLARENDON CRESCENT,RALEIGH,27610,1,1,0,1,1-Eligible for Title I TAS provides no program,35.784794,-78.604683,9th Grade,12th Grade,1,1,1,1,2656,2656,17.01,68.1,North Central,71.8,65.8
521,North Carolina,Wilmington Early College High,4500 BLUE CLAY RD,CASTLE HAYNE,28429,1,0,0,1,4-Eligible for Title I SWP provides no program,34.322732,-77.878835,9th Grade,13th Grade,1,1,1,1,189,161,20.88,72.3,Southeast,80.4,86.7
522,North Carolina,Wilson Early College Academy,902 HERRING ST,WILSON,27893,1,0,0,1,4-Eligible for Title I SWP provides no program,35.729070,-77.895801,9th Grade,13th Grade,1,1,1,1,253,224,28.02,67.9,North Central,95.0,79.4
